trial_type,trial_num,location,verb_0,amount_0,verb_1,amount_1,number_0,price_0,objectID_0_0,number_1,price_1,store_0,object_0,object_1,objectID_1_0,store_1,workerid
complex,22,different,NA,NA,NA,NA,2,$100,hat,2,$30,clothing,jeans,laces,socks,shoe,e7a719b7494243dac9431bff3f0fe39d
complex,23,different,NA,NA,NA,NA,4,$100,suitcase,2,$30,discount,"labels, toothpaste, peanuts",spoons,spatula,kitchen,e7a719b7494243dac9431bff3f0fe39d
complex,24,same,NA,NA,NA,NA,2,$1000,laptop,1,$50,electronics,headphones,videogame,NA,NA,e7a719b7494243dac9431bff3f0fe39d
simple,1,study,costs,$500,NA,NA,NA,NA,NA,NA,NA,NA,computer,NA,NA,NA,a0b811e830c280b71786abf105369420
simple,2,kitchen,costs,$20,weighs,50 pounds,NA,NA,NA,NA,NA,NA,flour,NA,NA,NA,a0b811e830c280b71786abf105369420
simple,3,bathroom,costs,$500,weighs,15 pounds,NA,NA,NA,NA,NA,NA,counter,NA,NA,NA,a0b811e830c280b71786abf105369420
simple,4,bathroom,costs,$20,weighs,15 pounds,NA,NA,NA,NA,NA,NA,soap,NA,NA,NA,a0b811e830c280b71786abf105369420
simple,5,bathroom,costs,$20,weighs,50 pounds,NA,NA,NA,NA,NA,NA,dog,NA,NA,NA,a0b811e830c280b71786abf105369420
simple,6,study,costs,$500,weighs,50 pounds,NA,NA,NA,NA,NA,NA,bookcase,NA,NA,NA,a0b811e830c280b71786abf105369420
simple,7,bedroom,costs,$500,weighs,15 pounds,NA,NA,NA,NA,NA,NA,television,NA,NA,NA,a0b811e830c280b71786abf105369420
simple,8,bathroom,costs,$500,weighs,50 pounds,NA,NA,NA,NA,NA,NA,toilet,NA,NA,NA,a0b811e830c280b71786abf105369420
simple,9,study,costs,$20,weighs,15 pounds,NA,NA,NA,NA,NA,NA,dictionary,NA,NA,NA,a0b811e830c280b71786abf105369420
simple,10,kitchen,costs,$50,weighs,50 pounds,NA,NA,NA,NA,NA,NA,rice,NA,NA,NA,a0b811e830c280b71786abf105369420
simple,11,study,costs,$50,weighs,5 pounds,NA,NA,NA,NA,NA,NA,book,NA,NA,NA,a0b811e830c280b71786abf105369420
simple,12,study,costs,$20,weighs,5 pounds,NA,NA,NA,NA,NA,NA,encyclopedia,NA,NA,NA,a0b811e830c280b71786abf105369420
simple,13,kitchen,costs,$50,weighs,15 pounds,NA,NA,NA,NA,NA,NA,turkey,NA,NA,NA,a0b811e830c280b71786abf105369420
simple,14,bedroom,costs,$50,NA,NA,NA,NA,NA,NA,NA,NA,marijuana,NA,NA,NA,a0b811e830c280b71786abf105369420
simple,15,bedroom,costs,$20,weighs,5 pounds,NA,NA,NA,NA,NA,NA,purse,NA,NA,NA,a0b811e830c280b71786abf105369420
simple,16,bathroom,costs,$50,weighs,15 pounds,NA,NA,NA,NA,NA,NA,lid,NA,NA,NA,a0b811e830c280b71786abf105369420
simple,17,kitchen,costs,$50,NA,NA,NA,NA,NA,NA,NA,NA,wine,NA,NA,NA,a0b811e830c280b71786abf105369420
simple,18,bathroom,costs,$50,weighs,5 pounds,NA,NA,NA,NA,NA,NA,conditioner,NA,NA,NA,a0b811e830c280b71786abf105369420
simple,19,bedroom,costs,$20,weighs,50 pounds,NA,NA,NA,NA,NA,NA,dumbells,NA,NA,NA,a0b811e830c280b71786abf105369420
simple,20,kitchen,costs,$20,weighs,15 pounds,NA,NA,NA,NA,NA,NA,skillet,NA,NA,NA,a0b811e830c280b71786abf105369420
complex,21,different,NA,NA,NA,NA,2,$100,hat,2,$30,department,jacket,shoes,socks,shoe,a0b811e830c280b71786abf105369420
complex,22,same,NA,NA,NA,NA,2,$1000,laptop,1,$50,electronics,mouse,videogame,NA,NA,a0b811e830c280b71786abf105369420
complex,23,same,NA,NA,NA,NA,2,$100,table,1,$50,furniture,chair,desk,NA,NA,a0b811e830c280b71786abf105369420
complex,24,different,NA,NA,NA,NA,4,$100,suitcase,2,$30,department,"toothpaste,deodorant,notebook",skillet,spatula,culinary,a0b811e830c280b71786abf105369420
simple,1,study,costs,$500,weighs,15 pounds,NA,NA,NA,NA,NA,NA,normal,NA,NA,NA,2916ff6eb0449ed217190a8fac17cb39
simple,2,bathroom,costs,$500,weighs,15 pounds,NA,NA,NA,NA,NA,NA,bathroom,NA,NA,NA,2916ff6eb0449ed217190a8fac17cb39
simple,3,kitchen,costs,$50,NA,NA,NA,NA,NA,NA,NA,NA,kitchen,NA,NA,NA,2916ff6eb0449ed217190a8fac17cb39
simple,4,kitchen,costs,$20,weighs,5 pounds,NA,NA,NA,NA,NA,NA,kitchen,NA,NA,NA,2916ff6eb0449ed217190a8fac17cb39
simple,5,bedroom,costs,$500,weighs,50 pounds,NA,NA,NA,NA,NA,NA,bedroom,NA,NA,NA,2916ff6eb0449ed217190a8fac17cb39
simple,6,bathroom,costs,$50,weighs,15 pounds,NA,NA,NA,NA,NA,NA,bathroom,NA,NA,NA,2916ff6eb0449ed217190a8fac17cb39
simple,7,bedroom,costs,$20,weighs,5 pounds,NA,NA,NA,NA,NA,NA,bedroom,NA,NA,NA,2916ff6eb0449ed217190a8fac17cb39
simple,8,bedroom,costs,$20,NA,NA,NA,NA,NA,NA,NA,NA,bedroom,NA,NA,NA,2916ff6eb0449ed217190a8fac17cb39
simple,9,bedroom,costs,$500,NA,NA,NA,NA,NA,NA,NA,NA,bedroom,NA,NA,NA,2916ff6eb0449ed217190a8fac17cb39
simple,10,bedroom,costs,$50,weighs,50 pounds,NA,NA,NA,NA,NA,NA,bedroom,NA,NA,NA,2916ff6eb0449ed217190a8fac17cb39
simple,11,kitchen,costs,$500,weighs,50 pounds,NA,NA,NA,NA,NA,NA,kitchen,NA,NA,NA,2916ff6eb0449ed217190a8fac17cb39
simple,12,study,costs,$500,weighs,50 pounds,NA,NA,NA,NA,NA,NA,study,NA,NA,NA,2916ff6eb0449ed217190a8fac17cb39
simple,13,bedroom,costs,$50,weighs,5 pounds,NA,NA,NA,NA,NA,NA,bedroom,NA,NA,NA,2916ff6eb0449ed217190a8fac17cb39
simple,14,bedroom,costs,$500,weighs,15 pounds,NA,NA,NA,NA,NA,NA,bedroom,NA,NA,NA,2916ff6eb0449ed217190a8fac17cb39
simple,15,study,costs,$20,weighs,5 pounds,NA,NA,NA,NA,NA,NA,study,NA,NA,NA,2916ff6eb0449ed217190a8fac17cb39
simple,16,bathroom,costs,$20,weighs,5 pounds,NA,NA,NA,NA,NA,NA,bathroom,NA,NA,NA,2916ff6eb0449ed217190a8fac17cb39
simple,17,kitchen,costs,$50,weighs,15 pounds,NA,NA,NA,NA,NA,NA,kitchen,NA,NA,NA,2916ff6eb0449ed217190a8fac17cb39
simple,18,bathroom,costs,$50,weighs,50 pounds,NA,NA,NA,NA,NA,NA,bathroom,NA,NA,NA,2916ff6eb0449ed217190a8fac17cb39
simple,19,kitchen,costs,$50,weighs,5 pounds,NA,NA,NA,NA,NA,NA,kitchen,NA,NA,NA,2916ff6eb0449ed217190a8fac17cb39
simple,20,bathroom,costs,$20,NA,NA,NA,NA,NA,NA,NA,NA,bathroom,NA,NA,NA,2916ff6eb0449ed217190a8fac17cb39
complex,21,different,NA,NA,NA,NA,4,$100,suitcase,2,$30,different,spatula,suitcase,spatula,different,2916ff6eb0449ed217190a8fac17cb39
complex,22,different,NA,NA,NA,NA,2,$100,hat,2,$30,different,hat,socks,socks,different,2916ff6eb0449ed217190a8fac17cb39
complex,23,same,NA,NA,NA,NA,2,$1000,laptop,1,$50,same,Nothing,laptop,NA,NA,2916ff6eb0449ed217190a8fac17cb39
complex,24,same,NA,NA,NA,NA,2,$100,table,1,$50,same,table,nothing,NA,NA,2916ff6eb0449ed217190a8fac17cb39
simple,1,kitchen,costs,$50,NA,NA,NA,NA,NA,NA,NA,NA,toaster,NA,NA,NA,156f851418e7c5672c014cdb137e1a2f
simple,2,bathroom,costs,$500,weighs,15 pounds,NA,NA,NA,NA,NA,NA,toilet,NA,NA,NA,156f851418e7c5672c014cdb137e1a2f
simple,3,study,costs,$50,NA,NA,NA,NA,NA,NA,NA,NA,book,NA,NA,NA,156f851418e7c5672c014cdb137e1a2f
simple,4,bathroom,costs,$50,weighs,50 pounds,NA,NA,NA,NA,NA,NA,sink,NA,NA,NA,156f851418e7c5672c014cdb137e1a2f
simple,5,bathroom,costs,$500,weighs,5 pounds,NA,NA,NA,NA,NA,NA,mirror,NA,NA,NA,156f851418e7c5672c014cdb137e1a2f
simple,6,kitchen,costs,$50,weighs,50 pounds,NA,NA,NA,NA,NA,NA,counter,NA,NA,NA,156f851418e7c5672c014cdb137e1a2f
simple,7,kitchen,costs,$20,weighs,15 pounds,NA,NA,NA,NA,NA,NA,coffeemaker,NA,NA,NA,156f851418e7c5672c014cdb137e1a2f
simple,8,bedroom,costs,$50,weighs,15 pounds,NA,NA,NA,NA,NA,NA,chair,NA,NA,NA,156f851418e7c5672c014cdb137e1a2f
simple,9,kitchen,costs,$500,weighs,50 pounds,NA,NA,NA,NA,NA,NA,oven,NA,NA,NA,156f851418e7c5672c014cdb137e1a2f
simple,10,study,costs,$50,weighs,5 pounds,NA,NA,NA,NA,NA,NA,chair,NA,NA,NA,156f851418e7c5672c014cdb137e1a2f
simple,11,bathroom,costs,$500,weighs,50 pounds,NA,NA,NA,NA,NA,NA,bathtub,NA,NA,NA,156f851418e7c5672c014cdb137e1a2f
simple,12,kitchen,costs,$20,weighs,5 pounds,NA,NA,NA,NA,NA,NA,pantry,NA,NA,NA,156f851418e7c5672c014cdb137e1a2f
simple,13,study,costs,$20,weighs,50 pounds,NA,NA,NA,NA,NA,NA,desk,NA,NA,NA,156f851418e7c5672c014cdb137e1a2f
simple,14,kitchen,costs,$20,NA,NA,NA,NA,NA,NA,NA,NA,drawer,NA,NA,NA,156f851418e7c5672c014cdb137e1a2f
simple,15,study,costs,$500,weighs,5 pounds,NA,NA,NA,NA,NA,NA,laptop,NA,NA,NA,156f851418e7c5672c014cdb137e1a2f
simple,16,bathroom,costs,$20,weighs,15 pounds,NA,NA,NA,NA,NA,NA,mirror,NA,NA,NA,156f851418e7c5672c014cdb137e1a2f
simple,17,bedroom,costs,$20,NA,NA,NA,NA,NA,NA,NA,NA,chair,NA,NA,NA,156f851418e7c5672c014cdb137e1a2f
simple,18,bathroom,costs,$20,weighs,5 pounds,NA,NA,NA,NA,NA,NA,mirror,NA,NA,NA,156f851418e7c5672c014cdb137e1a2f
simple,19,study,costs,$20,weighs,5 pounds,NA,NA,NA,NA,NA,NA,chair,NA,NA,NA,156f851418e7c5672c014cdb137e1a2f
simple,20,bedroom,costs,$500,NA,NA,NA,NA,NA,NA,NA,NA,bed,NA,NA,NA,156f851418e7c5672c014cdb137e1a2f
complex,21,same,NA,NA,NA,NA,2,$1000,laptop,1,$50,eletronic,mouse,tablet,NA,NA,156f851418e7c5672c014cdb137e1a2f
complex,22,same,NA,NA,NA,NA,2,$100,table,1,$50,department store,chair,curtains,NA,NA,156f851418e7c5672c014cdb137e1a2f
complex,23,different,NA,NA,NA,NA,2,$100,hat,2,$30,clothing,shirt,shoes,socks,shoe,156f851418e7c5672c014cdb137e1a2f
complex,24,different,NA,NA,NA,NA,4,$100,suitcase,2,$30,luggage,cart,skillet,spatula,kitchen,156f851418e7c5672c014cdb137e1a2f
