trial_type,trial_num,location,verb_0,generalAmount_0,amount_0,verb_1,generalAmount_1,amount_1,object_0,number_0,price_0,objectID_0_0,number_1,price_1,store_0,object_1,objectID_1_0,store_1,workerid
simple,18,living room,costs,low,$8,NA,NA,NA,book,NA,NA,NA,NA,NA,NA,NA,NA,NA,0a95d9bc2e1e37ae51c62067c44a4aaa
simple,19,bathroom,costs,medium,$50,weighs,low,3 pounds,toothbrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0a95d9bc2e1e37ae51c62067c44a4aaa
simple,20,bedroom,costs,medium,$80,weighs,low,2.5 pounds,shirt,NA,NA,NA,NA,NA,NA,NA,NA,NA,0a95d9bc2e1e37ae51c62067c44a4aaa
simple,21,bedroom,costs,low,$8,NA,NA,NA,pants,NA,NA,NA,NA,NA,NA,NA,NA,NA,0a95d9bc2e1e37ae51c62067c44a4aaa
simple,22,study,costs,low,$18,weighs,low,3.5 pounds,book,NA,NA,NA,NA,NA,NA,NA,NA,NA,0a95d9bc2e1e37ae51c62067c44a4aaa
simple,23,bathroom,costs,high,$500,weighs,high,90 pounds,bathtub,NA,NA,NA,NA,NA,NA,NA,NA,NA,0a95d9bc2e1e37ae51c62067c44a4aaa
simple,24,study,costs,low,$5,weighs,medium,12 pounds,chair,NA,NA,NA,NA,NA,NA,NA,NA,NA,0a95d9bc2e1e37ae51c62067c44a4aaa
complex,25,same,NA,NA,NA,NA,NA,NA,underwear,2,$10,socks,1,$2000,department,jewelry,NA,NA,0a95d9bc2e1e37ae51c62067c44a4aaa
complex,26,same,NA,NA,NA,NA,NA,NA,boots,1,$50,NA,1,$30,shoe,NA,pair of sandals,NA,0a95d9bc2e1e37ae51c62067c44a4aaa
complex,27,different,NA,NA,NA,NA,NA,NA,cigarettes,2,$30,magazine,2,$200,convenience,ammo,shotgun,gun,0a95d9bc2e1e37ae51c62067c44a4aaa
complex,28,same,NA,NA,NA,NA,NA,NA,chair,2,$100,table,1,$10,furniture,rug,NA,NA,0a95d9bc2e1e37ae51c62067c44a4aaa
complex,29,different,NA,NA,NA,NA,NA,NA,"shirt,pants",3,$500,suitcase,2,$30,department,food,spatula,grocery,0a95d9bc2e1e37ae51c62067c44a4aaa
complex,30,different,NA,NA,NA,NA,NA,NA,shoes,2,$100,hat,2,$30,clothing,shoes,socks,clothing,0a95d9bc2e1e37ae51c62067c44a4aaa
simple,1,bathroom,costs,high,$1000,NA,NA,NA,bathtub,NA,NA,NA,NA,NA,NA,NA,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
simple,2,living room,costs,high,$300,NA,NA,NA,recliner,NA,NA,NA,NA,NA,NA,NA,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
simple,3,living room,costs,low,$13,NA,NA,NA,lamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
simple,4,basement,costs,medium,$50,NA,NA,NA,chairs,NA,NA,NA,NA,NA,NA,NA,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
simple,5,kitchen,costs,high,$250,weighs,low,1.5 pounds,blender,NA,NA,NA,NA,NA,NA,NA,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
simple,6,bathroom,costs,medium,$80,weighs,medium,10 pounds,mirror,NA,NA,NA,NA,NA,NA,NA,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
simple,7,basement,costs,medium,$70,weighs,medium,10 pounds,vacuum,NA,NA,NA,NA,NA,NA,NA,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
simple,8,basement,costs,high,$750,weighs,medium,11 pounds,washer,NA,NA,NA,NA,NA,NA,NA,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
simple,9,bedroom,costs,medium,$60,NA,NA,NA,blankets,NA,NA,NA,NA,NA,NA,NA,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
simple,10,kitchen,costs,medium,$90,weighs,high,55 pounds,table,NA,NA,NA,NA,NA,NA,NA,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
simple,11,kitchen,costs,low,$8,weighs,medium,13 pounds,dogfood,NA,NA,NA,NA,NA,NA,NA,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
simple,12,kitchen,costs,medium,$40,weighs,medium,11 pounds,toaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
simple,13,living room,costs,medium,$50,weighs,medium,12 pounds,trays,NA,NA,NA,NA,NA,NA,NA,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
simple,14,study,costs,high,$1000,weighs,low,3 pounds,laptop,NA,NA,NA,NA,NA,NA,NA,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
simple,15,study,costs,high,$300,weighs,medium,13 pounds,chair,NA,NA,NA,NA,NA,NA,NA,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
simple,16,basement,costs,low,$18,weighs,low,2.5 pounds,screwdrivers,NA,NA,NA,NA,NA,NA,NA,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
simple,17,kitchen,costs,medium,$100,NA,NA,NA,coffeemaker,NA,NA,NA,NA,NA,NA,NA,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
simple,18,study,costs,low,$13,weighs,high,45 pounds,paper,NA,NA,NA,NA,NA,NA,NA,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
simple,19,bathroom,costs,low,$18,weighs,high,45 pounds,basket,NA,NA,NA,NA,NA,NA,NA,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
simple,20,study,costs,medium,$70,weighs,low,4 pounds,speakers,NA,NA,NA,NA,NA,NA,NA,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
simple,21,bathroom,costs,low,$3,NA,NA,NA,soap,NA,NA,NA,NA,NA,NA,NA,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
simple,22,bedroom,costs,high,$600,weighs,high,45 pounds,television,NA,NA,NA,NA,NA,NA,NA,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
simple,23,living room,costs,low,$3,weighs,low,2 pounds,coasters,NA,NA,NA,NA,NA,NA,NA,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
simple,24,living room,costs,medium,$80,weighs,high,50 pounds,table,NA,NA,NA,NA,NA,NA,NA,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
complex,25,same,NA,NA,NA,NA,NA,NA,$70,2,$100,hat,2,$30,clothing,socks,socks,NA,3ffab523d4d52dbfcfce1b6662664c13
complex,26,different,NA,NA,NA,NA,NA,NA,socks,2,$30,magazine,2,$200,book,shells,shotgun,outdoor,3ffab523d4d52dbfcfce1b6662664c13
complex,27,same,NA,NA,NA,NA,NA,NA,shoes,1,$50,NA,1,$30,shoe,NA,pair of sandals,NA,3ffab523d4d52dbfcfce1b6662664c13
complex,28,different,NA,NA,NA,NA,NA,NA,"clothes,shoes",3,$500,suitcase,2,$30,department,eggs,spatula,grocery,3ffab523d4d52dbfcfce1b6662664c13
complex,29,same,NA,NA,NA,NA,NA,NA,corkscrew,2,$100,bottle of wine,1,$10,liquor,beer,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
complex,30,same,NA,NA,NA,NA,NA,NA,hat,2,$10,socks,1,$20,clothing,pants,NA,NA,3ffab523d4d52dbfcfce1b6662664c13
simple,1,bathroom,costs,medium,$60,weighs,high,60 pounds,toilet,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
simple,2,bedroom,costs,medium,$40,weighs,low,4.5 pounds,comforter,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
simple,3,basement,costs,low,$13,weighs,medium,14 pounds,chair,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
simple,4,basement,costs,high,$750,weighs,low,3.5 pounds,wine,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
simple,5,study,costs,low,$8,NA,NA,NA,book,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
simple,6,kitchen,costs,medium,$90,weighs,medium,17 pounds,microwave,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
simple,7,kitchen,costs,medium,$40,weighs,high,40 pounds,skillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
simple,8,living room,costs,high,$500,weighs,high,85 pounds,table,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
simple,9,basement,costs,medium,$50,NA,NA,NA,cabinet,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
simple,10,bedroom,costs,high,$250,weighs,medium,16 pounds,television,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
simple,11,bathroom,costs,medium,$80,NA,NA,NA,toilet,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
simple,12,bathroom,costs,medium,$40,weighs,medium,20 pounds,shelf,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
simple,13,bathroom,costs,medium,$90,weighs,low,3.5 pounds,faucet,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
simple,14,bathroom,costs,low,$5,weighs,low,3.5 pounds,towel,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
simple,15,kitchen,costs,low,$5,weighs,medium,15 pounds,pan,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
simple,16,basement,costs,low,$13,NA,NA,NA,shovel,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
simple,17,kitchen,costs,medium,$40,NA,NA,NA,blender,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
simple,18,basement,costs,low,$5,weighs,high,85 pounds,mortar,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
simple,19,study,costs,low,$5,weighs,low,1.5 pounds,lamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
simple,20,kitchen,costs,high,$400,NA,NA,NA,dishwasher,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
simple,21,kitchen,costs,low,$10,NA,NA,NA,toaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
simple,22,bathroom,costs,low,$10,NA,NA,NA,mirror,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
simple,23,bedroom,costs,low,$10,NA,NA,NA,lamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
simple,24,bathroom,costs,high,$300,weighs,low,2.5 pounds,paint,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
complex,25,same,NA,NA,NA,NA,NA,NA,jacket,2,$100,hat,2,$30,clothing,shirt,socks,NA,cf186cfde3569b4a0885703d5f1f6cd1
complex,26,same,NA,NA,NA,NA,NA,NA,handkerchief,2,$10,socks,1,$20,clothing,hat,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
complex,27,same,NA,NA,NA,NA,NA,NA,raft,1,$50,NA,3,$30,outerwear,"towel,goggles",pair of sandals,NA,cf186cfde3569b4a0885703d5f1f6cd1
complex,28,different,NA,NA,NA,NA,NA,NA,"hat,batteries",3,$100,suitcase,2,$30,department,kettle,spatula,housewares,cf186cfde3569b4a0885703d5f1f6cd1
complex,29,same,NA,NA,NA,NA,NA,NA,flashlight,2,$30,magazine,2,$200,department,ammunition,shotgun,NA,cf186cfde3569b4a0885703d5f1f6cd1
complex,30,same,NA,NA,NA,NA,NA,NA,lamp,2,$100,table,1,$10,furniture,shelf,NA,NA,cf186cfde3569b4a0885703d5f1f6cd1
simple,1,basement,costs,low,$13,weighs,medium,13 pounds,vise,NA,NA,NA,NA,NA,NA,NA,NA,NA,346822b91fd396d6a2a284aefaafb0cf
simple,2,basement,costs,high,$250,weighs,high,45 pounds,saw,NA,NA,NA,NA,NA,NA,NA,NA,NA,346822b91fd396d6a2a284aefaafb0cf
simple,3,kitchen,costs,high,$600,weighs,medium,13 pounds,television,NA,NA,NA,NA,NA,NA,NA,NA,NA,346822b91fd396d6a2a284aefaafb0cf
simple,4,bathroom,costs,high,$250,weighs,medium,15 pounds,heater,NA,NA,NA,NA,NA,NA,NA,NA,NA,346822b91fd396d6a2a284aefaafb0cf
simple,5,living room,costs,low,$18,weighs,high,65 pounds,table,NA,NA,NA,NA,NA,NA,NA,NA,NA,346822b91fd396d6a2a284aefaafb0cf
simple,6,study,costs,medium,$100,weighs,high,70 pounds,shelf,NA,NA,NA,NA,NA,NA,NA,NA,NA,346822b91fd396d6a2a284aefaafb0cf
simple,7,bedroom,costs,medium,$90,weighs,low,3 pounds,radio,NA,NA,NA,NA,NA,NA,NA,NA,NA,346822b91fd396d6a2a284aefaafb0cf
simple,8,study,costs,high,$250,weighs,low,2.5 pounds,printer,NA,NA,NA,NA,NA,NA,NA,NA,NA,346822b91fd396d6a2a284aefaafb0cf
simple,9,basement,costs,high,$400,weighs,low,1.5 pounds,pump,NA,NA,NA,NA,NA,NA,NA,NA,NA,346822b91fd396d6a2a284aefaafb0cf
simple,10,basement,costs,medium,$90,NA,NA,NA,router,NA,NA,NA,NA,NA,NA,NA,NA,NA,346822b91fd396d6a2a284aefaafb0cf
simple,11,basement,costs,low,$3,weighs,low,4.5 pounds,hasmmer,NA,NA,NA,NA,NA,NA,NA,NA,NA,346822b91fd396d6a2a284aefaafb0cf
simple,12,bathroom,costs,low,$13,weighs,medium,14 pounds,stand,NA,NA,NA,NA,NA,NA,NA,NA,NA,346822b91fd396d6a2a284aefaafb0cf
simple,13,study,costs,high,$300,weighs,high,40 pounds,heater,NA,NA,NA,NA,NA,NA,NA,NA,NA,346822b91fd396d6a2a284aefaafb0cf
simple,14,study,costs,low,$20,weighs,medium,13 pounds,book,NA,NA,NA,NA,NA,NA,NA,NA,NA,346822b91fd396d6a2a284aefaafb0cf
simple,15,kitchen,costs,high,$750,weighs,high,40 pounds,television,NA,NA,NA,NA,NA,NA,NA,NA,NA,346822b91fd396d6a2a284aefaafb0cf
simple,16,kitchen,costs,medium,$50,NA,NA,NA,blender,NA,NA,NA,NA,NA,NA,NA,NA,NA,346822b91fd396d6a2a284aefaafb0cf
simple,17,bathroom,costs,high,$1000,weighs,low,4.5 pounds,heater,NA,NA,NA,NA,NA,NA,NA,NA,NA,346822b91fd396d6a2a284aefaafb0cf
simple,18,basement,costs,medium,$80,weighs,high,85 pounds,pump,NA,NA,NA,NA,NA,NA,NA,NA,NA,346822b91fd396d6a2a284aefaafb0cf
simple,19,bedroom,costs,high,$500,weighs,low,3 pounds,jewelry,NA,NA,NA,NA,NA,NA,NA,NA,NA,346822b91fd396d6a2a284aefaafb0cf
simple,20,kitchen,costs,low,$18,weighs,high,70 pounds,chair,NA,NA,NA,NA,NA,NA,NA,NA,NA,346822b91fd396d6a2a284aefaafb0cf
simple,21,basement,costs,low,$8,weighs,high,50 pounds,vise,NA,NA,NA,NA,NA,NA,NA,NA,NA,346822b91fd396d6a2a284aefaafb0cf
simple,22,bedroom,costs,high,$400,weighs,high,70 pounds,televisoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,346822b91fd396d6a2a284aefaafb0cf
simple,23,kitchen,costs,low,$5,weighs,low,3 pounds,flour,NA,NA,NA,NA,NA,NA,NA,NA,NA,346822b91fd396d6a2a284aefaafb0cf
simple,24,living room,costs,low,$3,weighs,medium,11 pounds,plant,NA,NA,NA,NA,NA,NA,NA,NA,NA,346822b91fd396d6a2a284aefaafb0cf
complex,25,different,NA,NA,NA,NA,NA,NA,food,2,$30,magazine,2,$200,supermarket,shells,shotgun,gun,346822b91fd396d6a2a284aefaafb0cf
complex,26,different,NA,NA,NA,NA,NA,NA,"shoes,tag",3,$100,suitcase,2,$30,retail,food,spatula,supermarket,346822b91fd396d6a2a284aefaafb0cf
complex,27,same,NA,NA,NA,NA,NA,NA,shoes,1,$50,NA,1,$30,shoe,NA,pair of sandals,NA,346822b91fd396d6a2a284aefaafb0cf
complex,28,same,NA,NA,NA,NA,NA,NA,suit,2,$100,hat,2,$30,department,shirt,socks,NA,346822b91fd396d6a2a284aefaafb0cf
complex,29,same,NA,NA,NA,NA,NA,NA,cognac,2,$100,bottle of wine,1,$10,liquor,cork,NA,NA,346822b91fd396d6a2a284aefaafb0cf
complex,30,same,NA,NA,NA,NA,NA,NA,belt,2,$10,socks,1,$20,retail,shirt,NA,NA,346822b91fd396d6a2a284aefaafb0cf
simple,1,study,costs,high,$1000,NA,NA,NA,television,NA,NA,NA,NA,NA,NA,NA,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
simple,2,basement,costs,low,$20,weighs,medium,18 pounds,shovel,NA,NA,NA,NA,NA,NA,NA,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
simple,3,study,costs,high,$250,weighs,high,90 pounds,desk,NA,NA,NA,NA,NA,NA,NA,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
simple,4,bathroom,costs,high,$1000,weighs,low,3.5 pounds,necklace,NA,NA,NA,NA,NA,NA,NA,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
simple,5,living room,costs,medium,$70,NA,NA,NA,lamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
simple,6,study,costs,low,$10,NA,NA,NA,paperweight,NA,NA,NA,NA,NA,NA,NA,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
simple,7,living room,costs,low,$8,NA,NA,NA,vase,NA,NA,NA,NA,NA,NA,NA,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
simple,8,basement,costs,high,$400,weighs,medium,10 pounds,saw,NA,NA,NA,NA,NA,NA,NA,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
simple,9,bedroom,costs,high,$400,weighs,low,2.5 pounds,speakers,NA,NA,NA,NA,NA,NA,NA,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
simple,10,kitchen,costs,low,$20,weighs,low,4.5 pounds,blender,NA,NA,NA,NA,NA,NA,NA,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
simple,11,living room,costs,medium,$100,weighs,medium,11 pounds,book,NA,NA,NA,NA,NA,NA,NA,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
simple,12,bathroom,costs,medium,$100,weighs,low,3.5 pounds,scale,NA,NA,NA,NA,NA,NA,NA,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
simple,13,basement,costs,medium,$80,weighs,low,4.5 pounds,hammer,NA,NA,NA,NA,NA,NA,NA,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
simple,14,living room,costs,medium,$60,weighs,low,1.5 pounds,throw,NA,NA,NA,NA,NA,NA,NA,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
simple,15,study,costs,low,$3,weighs,medium,16 pounds,brick,NA,NA,NA,NA,NA,NA,NA,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
simple,16,bedroom,costs,medium,$100,weighs,low,2 pounds,clock,NA,NA,NA,NA,NA,NA,NA,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
simple,17,bathroom,costs,low,$3,weighs,high,90 pounds,cabinet,NA,NA,NA,NA,NA,NA,NA,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
simple,18,kitchen,costs,high,$600,weighs,low,4.5 pounds,microwave,NA,NA,NA,NA,NA,NA,NA,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
simple,19,kitchen,costs,high,$400,weighs,high,40 pounds,stove,NA,NA,NA,NA,NA,NA,NA,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
simple,20,kitchen,costs,low,$5,weighs,high,45 pounds,stone,NA,NA,NA,NA,NA,NA,NA,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
simple,21,living room,costs,low,$8,weighs,high,65 pounds,table,NA,NA,NA,NA,NA,NA,NA,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
simple,22,bedroom,costs,low,$5,weighs,medium,10 pounds,pillow,NA,NA,NA,NA,NA,NA,NA,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
simple,23,bedroom,costs,medium,$60,weighs,medium,10 pounds,bedspread,NA,NA,NA,NA,NA,NA,NA,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
simple,24,kitchen,costs,medium,$100,NA,NA,NA,fryer,NA,NA,NA,NA,NA,NA,NA,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
complex,25,different,NA,NA,NA,NA,NA,NA,"tag,duffle",3,$500,suitcase,2,$30,travel,bowl,spatula,kitchen,73d3ce516cbaed837b4ae5dce37139c7
complex,26,same,NA,NA,NA,NA,NA,NA,dvd,2,$30,magazine,2,$200,department,shells,shotgun,NA,73d3ce516cbaed837b4ae5dce37139c7
complex,27,same,NA,NA,NA,NA,NA,NA,underwear,2,$10,socks,1,$2000,electronics,television,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
complex,28,same,NA,NA,NA,NA,NA,NA,scarf,2,$100,hat,2,$30,clothing,gloves,socks,NA,73d3ce516cbaed837b4ae5dce37139c7
complex,29,same,NA,NA,NA,NA,NA,NA,lamp,2,$100,table,1,$10,furniture,blanket,NA,NA,73d3ce516cbaed837b4ae5dce37139c7
complex,30,same,NA,NA,NA,NA,NA,NA,sneakers,1,$50,NA,3,$30,shoe,"socks,shoestrings",pair of sandals,NA,73d3ce516cbaed837b4ae5dce37139c7
simple,1,bedroom,costs,high,$750,weighs,medium,17 pounds,mattress,NA,NA,NA,NA,NA,NA,NA,NA,NA,479ca61fed82b788c1c6cedba01a2d03
simple,2,living room,costs,medium,$60,weighs,high,60 pounds,table,NA,NA,NA,NA,NA,NA,NA,NA,NA,479ca61fed82b788c1c6cedba01a2d03
simple,3,living room,costs,low,$20,weighs,medium,14 pounds,lamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,479ca61fed82b788c1c6cedba01a2d03
simple,4,basement,costs,medium,$80,weighs,low,5 pounds,table,NA,NA,NA,NA,NA,NA,NA,NA,NA,479ca61fed82b788c1c6cedba01a2d03
simple,5,kitchen,costs,low,$5,weighs,high,90 pounds,pan,NA,NA,NA,NA,NA,NA,NA,NA,NA,479ca61fed82b788c1c6cedba01a2d03
simple,6,bedroom,costs,low,$8,weighs,medium,18 pounds,table,NA,NA,NA,NA,NA,NA,NA,NA,NA,479ca61fed82b788c1c6cedba01a2d03
simple,7,kitchen,costs,high,$750,weighs,low,3.5 pounds,coffemaker,NA,NA,NA,NA,NA,NA,NA,NA,NA,479ca61fed82b788c1c6cedba01a2d03
simple,8,bedroom,costs,high,$400,weighs,high,45 pounds,bed,NA,NA,NA,NA,NA,NA,NA,NA,NA,479ca61fed82b788c1c6cedba01a2d03
simple,9,kitchen,costs,medium,$40,NA,NA,NA,microwave,NA,NA,NA,NA,NA,NA,NA,NA,NA,479ca61fed82b788c1c6cedba01a2d03
simple,10,study,costs,high,$1000,weighs,high,70 pounds,desk,NA,NA,NA,NA,NA,NA,NA,NA,NA,479ca61fed82b788c1c6cedba01a2d03
simple,11,bedroom,costs,low,$3,NA,NA,NA,tray,NA,NA,NA,NA,NA,NA,NA,NA,NA,479ca61fed82b788c1c6cedba01a2d03
simple,12,study,costs,medium,$60,weighs,low,5 pounds,shelf,NA,NA,NA,NA,NA,NA,NA,NA,NA,479ca61fed82b788c1c6cedba01a2d03
simple,13,study,costs,high,$300,NA,NA,NA,chair,NA,NA,NA,NA,NA,NA,NA,NA,NA,479ca61fed82b788c1c6cedba01a2d03
simple,14,bathroom,costs,low,$18,NA,NA,NA,towel,NA,NA,NA,NA,NA,NA,NA,NA,NA,479ca61fed82b788c1c6cedba01a2d03
simple,15,bathroom,costs,low,$18,weighs,medium,13 pounds,shelf,NA,NA,NA,NA,NA,NA,NA,NA,NA,479ca61fed82b788c1c6cedba01a2d03
simple,16,basement,costs,low,$13,NA,NA,NA,basket,NA,NA,NA,NA,NA,NA,NA,NA,NA,479ca61fed82b788c1c6cedba01a2d03
simple,17,living room,costs,low,$10,weighs,high,70 pounds,table,NA,NA,NA,NA,NA,NA,NA,NA,NA,479ca61fed82b788c1c6cedba01a2d03
simple,18,bedroom,costs,high,$1000,weighs,low,1.5 pounds,mattress,NA,NA,NA,NA,NA,NA,NA,NA,NA,479ca61fed82b788c1c6cedba01a2d03
simple,19,bathroom,costs,medium,$60,NA,NA,NA,mirror,NA,NA,NA,NA,NA,NA,NA,NA,NA,479ca61fed82b788c1c6cedba01a2d03
simple,20,kitchen,costs,high,$750,NA,NA,NA,refrigerator,NA,NA,NA,NA,NA,NA,NA,NA,NA,479ca61fed82b788c1c6cedba01a2d03
simple,21,bathroom,costs,high,$400,weighs,high,65 pounds,sink,NA,NA,NA,NA,NA,NA,NA,NA,NA,479ca61fed82b788c1c6cedba01a2d03
simple,22,bathroom,costs,medium,$70,weighs,medium,18 pounds,comode,NA,NA,NA,NA,NA,NA,NA,NA,NA,479ca61fed82b788c1c6cedba01a2d03
simple,23,kitchen,costs,low,$13,weighs,medium,11 pounds,wastebasket,NA,NA,NA,NA,NA,NA,NA,NA,NA,479ca61fed82b788c1c6cedba01a2d03
simple,24,kitchen,costs,medium,$40,weighs,high,65 pounds,microwave,NA,NA,NA,NA,NA,NA,NA,NA,NA,479ca61fed82b788c1c6cedba01a2d03
complex,25,different,NA,NA,NA,NA,NA,NA,shoes,2,$100,hat,2,$30,clothing,shirt,socks,clothing,479ca61fed82b788c1c6cedba01a2d03
complex,26,same,NA,NA,NA,NA,NA,NA,telephone,2,$30,magazine,2,$200,department,computer,shotgun,NA,479ca61fed82b788c1c6cedba01a2d03
complex,27,same,NA,NA,NA,NA,NA,NA,pants,1,$50,NA,1,$30,department,NA,pair of sandals,NA,479ca61fed82b788c1c6cedba01a2d03
complex,28,same,NA,NA,NA,NA,NA,NA,book,2,$10,socks,1,$2000,department,computer,NA,NA,479ca61fed82b788c1c6cedba01a2d03
complex,29,different,NA,NA,NA,NA,NA,NA,"shirt,shoes",3,$500,suitcase,2,$30,department,plates,spatula,department,479ca61fed82b788c1c6cedba01a2d03
complex,30,same,NA,NA,NA,NA,NA,NA,chair,2,$100,table,1,$10,furniture,lamp,NA,NA,479ca61fed82b788c1c6cedba01a2d03
simple,1,study,costs,medium,$40,weighs,low,3.5 pounds,painting,NA,NA,NA,NA,NA,NA,NA,NA,NA,77d8d76e5cc386d1a90ff52099cf7254
simple,2,living room,costs,high,$600,weighs,medium,20 pounds,television,NA,NA,NA,NA,NA,NA,NA,NA,NA,77d8d76e5cc386d1a90ff52099cf7254
simple,3,bedroom,costs,low,$13,weighs,medium,16 pounds,Bedding,NA,NA,NA,NA,NA,NA,NA,NA,NA,77d8d76e5cc386d1a90ff52099cf7254
simple,4,study,costs,low,$18,weighs,low,5 pounds,meat,NA,NA,NA,NA,NA,NA,NA,NA,NA,77d8d76e5cc386d1a90ff52099cf7254
simple,5,kitchen,costs,low,$5,NA,NA,NA,knife,NA,NA,NA,NA,NA,NA,NA,NA,NA,77d8d76e5cc386d1a90ff52099cf7254
